hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,lat,lng,geocode_flag,geocode_accuracy,url,PRVDR_NUM,RPT_REC_NUM,LINE_NUM,CLMN_NUM,total,unit_100_value,unit_name
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,WASHTENAW,(734) 764-1505,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.2853400,-83.7290400,0,,https://data.medicare.gov/resource/xubh-q36u/row-4jqn-utws_26e7,230046,659809,00803,00200,15,03103,03103NEUROLOGY CARE UNIT
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,WASHTENAW,(734) 764-1505,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.2853400,-83.7290400,0,,https://data.medicare.gov/resource/xubh-q36u/row-4jqn-utws_26e7,230046,659809,00804,00200,52,03104,031054 MOTT ICU
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,WASHTENAW,(734) 764-1505,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.2853400,-83.7290400,0,,https://data.medicare.gov/resource/xubh-q36u/row-4jqn-utws_26e7,230046,659809,00805,00200,54,03105,03106HOLDEN ICU
GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,CINCINNATI,OH,45220,HAMILTON,(513) 862-2646,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,39.1406120,-84.5222700,0,,https://data.medicare.gov/resource/xubh-q36u/row-6uz9-sgfb_psja,360134,659840,00801,00200,60,03101,03102NEONATAL INTENSIVE CARE UNIT
"WILLIS KNIGHTON MEDICAL CENTER, INC",2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,CADDO,(318) 212-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,32.4839230,-93.7787480,0,,https://data.medicare.gov/resource/xubh-q36u/row-843s.yxjw_fv2n,190111,644278,01201,00200,8,03501,02080PEDIATRIC INTENSIVE CARE UNIT
MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,HINDS,(601) 968-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,32.3142780,-90.1782280,0,,https://data.medicare.gov/resource/xubh-q36u/row-qf32-zbi6~3xms,250102,644303,00801,00200,32,03101,03101NICU
LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,PA,18105,LEHIGH,(610) 402-2273,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.5667720,-75.5186720,0,,https://data.medicare.gov/resource/xubh-q36u/row-5fzf-faw4~6h9r,390133,659871,01201,00200,14,03501,02180TRAUMA INTENSIVE CARE UNIT
LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,PA,18105,LEHIGH,(610) 402-2273,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.5667720,-75.5186720,0,,https://data.medicare.gov/resource/xubh-q36u/row-5fzf-faw4~6h9r,390133,659871,01202,00200,8,03502,02080PEDIATRIC INTENSIVE CARE UNIT
UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,(412) 647-8788,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.4418240,-79.9607690,0,,https://data.medicare.gov/resource/xubh-q36u/row-iy5a_sp2s~jx4a,390164,659874,01201,00200,12,03501,02400LIVER ICU
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,NUECES,(361) 902-4103,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,27.7774890,-97.3951210,0,,https://data.medicare.gov/resource/xubh-q36u/row-jjnn-vsf2-rj2w,450046,659894,00801,00200,24,03101,03101NEONATAL ICU UNIT
LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,E. BATON ROUGE,(225) 658-4000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,30.6499570,-91.1367470,0,,https://data.medicare.gov/resource/xubh-q36u/row-6rne~rwgc-e8xv,190020,659955,00801,00200,8,03101,03101INTERMEDIATE CARE
CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,ROANOKE CITY,(540) 981-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,37.2520460,-79.9422970,0,,https://data.medicare.gov/resource/xubh-q36u/row-rbzm_it45_fs8w,490024,644592,00801,00200,12,03101,03101NEURO-TRAMA INTENSIVE CARE UNIT
CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,ROANOKE CITY,(540) 981-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,37.2520460,-79.9422970,0,,https://data.medicare.gov/resource/xubh-q36u/row-rbzm_it45_fs8w,490024,644592,00802,00200,60,03102,03102NEONATAL INTENSIVE CARE UNIT
CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,ROANOKE CITY,(540) 981-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,37.2520460,-79.9422970,0,,https://data.medicare.gov/resource/xubh-q36u/row-rbzm_it45_fs8w,490024,644592,00803,00200,8,03103,03103PEDIATRIC INTENSIVE CARE UNIT
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRAIL,FORT WORTH,TX,76244,TARRANT,(682) 212-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,32.9317170,-97.3099870,0,,https://data.medicare.gov/resource/xubh-q36u/row-hrkm~j5nw.viir,670085,659912,00803,00200,8,03103,02060NICU
ST LUKE'S HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DRIVE,HOUSTON,TX,77070,HARRIS,(832) 534-5000,Acute Care Hospitals,Proprietary,TRUE,29.9894890,-95.5702480,0,,https://data.medicare.gov/resource/xubh-q36u/row-68e3-j3wm_u7j8,670075,661132,00801,00200,4,03101,02060NEONATAL INTENSIVE CARE UNIT
YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9466680,-76.7205350,0,,https://data.medicare.gov/resource/xubh-q36u/row-ki4m.53di-kxjd,390046,660013,01101,00200,44,03401,02060NICU
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 726-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.3624000,-71.0687770,0,,https://data.medicare.gov/resource/xubh-q36u/row-6ivy_gyjc~gmvb,220071,645105,01101,00200,58,03401,03401TRAUMA ICU
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 726-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.3624000,-71.0687770,0,,https://data.medicare.gov/resource/xubh-q36u/row-6ivy_gyjc~gmvb,220071,645105,01102,00200,13,03402,02120PEDI ICU
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 726-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.3624000,-71.0687770,0,,https://data.medicare.gov/resource/xubh-q36u/row-6ivy_gyjc~gmvb,220071,645105,01103,00200,14,03403,03402NICU
ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,NORTHAMPTON,(610) 954-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.6086970,-75.3925070,0,,https://data.medicare.gov/resource/xubh-q36u/row-zugg_buef.dyst,390049,660014,00801,00200,15,03101,03101INTENSIVE CARE UNIT ATWN
ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,NORTHAMPTON,(610) 954-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.6086970,-75.3925070,0,,https://data.medicare.gov/resource/xubh-q36u/row-zugg_buef.dyst,390049,660014,01201,00200,14,03501,02400NICU-BETH
ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,NORTHAMPTON,(610) 954-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.6086970,-75.3925070,0,,https://data.medicare.gov/resource/xubh-q36u/row-zugg_buef.dyst,390049,660014,01202,00200,2,03502,02401NICU-ATWN
TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701,WARD,(701) 857-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,48.2324790,-101.2884520,0,,https://data.medicare.gov/resource/xubh-q36u/row-7zuw.yviv_94dm,350006,661068,00801,00200,16,03101,02060NEONATAL INTENSIVE CARE UNIT
"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,(410) 955-9540,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.2975020,-76.5908070,0,,https://data.medicare.gov/resource/xubh-q36u/row-ejw3-q2eu.s7zr,210009,660097,00901,00200,34,03201,02080PEDIATRIC INTENSIVE CARE UNIT
"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,(410) 955-9540,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.2975020,-76.5908070,0,,https://data.medicare.gov/resource/xubh-q36u/row-ejw3-q2eu.s7zr,210009,660097,00902,00200,45,03202,02060NEONATAL INTENSIVE CARE UNIT
ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,COOK,(847) 843-2000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,42.0524090,-88.1444450,0,,https://data.medicare.gov/resource/xubh-q36u/row-b2zc_temi.u4ux,140290,660522,00801,00200,16,03101,02060NEONATAL NICU
LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO,TX,78044,WEBB,(956) 796-5000,Acute Care Hospitals,Proprietary,TRUE,27.5306000,-99.4785710,0,,https://data.medicare.gov/resource/xubh-q36u/row-qxph_4v72_5xf8,450029,645610,00801,00200,17,03101,02060NEONATAL INTENSIVE CARE UNIT
ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,HARTFORD,(860) 714-4000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,41.7750800,-72.6994680,0,,https://data.medicare.gov/resource/xubh-q36u/row-hefq_uhkr~b49c,70002,645633,00801,00200,28,03101,03101NICU
SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,(773) 878-8200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,41.9752190,-87.6989180,0,,https://data.medicare.gov/resource/xubh-q36u/row-5wpu.kw38~h94a,140114,645640,00801,00200,10,03101,02060SPECIAL CARE NURSERY
UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 328-8667,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.2874700,-76.6235770,0,,https://data.medicare.gov/resource/xubh-q36u/row-582q-qwn8.masy,210002,659966,01101,00200,115,03401,02180SHOCK TRAUMA
UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 328-8667,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.2874700,-76.6235770,0,,https://data.medicare.gov/resource/xubh-q36u/row-582q-qwn8.masy,210002,659966,01201,00200,52,03501,02060NEONATAL INTENSIVE CARE
JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,MADISON,(731) 541-5000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,35.6395400,-88.8319730,0,,https://data.medicare.gov/resource/xubh-q36u/row-7x5u~ak3g.bt68,440002,660037,01201,00200,34,03501,02060NEONATAL INTENSIVE CARE UNIT
UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 934-4011,Acute Care Hospitals,Government - State,TRUE,33.5061290,-86.8019220,0,,https://data.medicare.gov/resource/xubh-q36u/row-x229.ejr6_kvzz,10033,645809,01101,00200,21,03401,02180CRITICAL CARE UNIT
UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 934-4011,Acute Care Hospitals,Government - State,TRUE,33.5061290,-86.8019220,0,,https://data.medicare.gov/resource/xubh-q36u/row-x229.ejr6_kvzz,10033,645809,01102,00200,22,03402,03402CARDIOVASCULAR INTENSIVE CARE
UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 934-4011,Acute Care Hospitals,Government - State,TRUE,33.5061290,-86.8019220,0,,https://data.medicare.gov/resource/xubh-q36u/row-x229.ejr6_kvzz,10033,645809,01103,00200,36,03403,03401NEUROLOGICAL ICU
UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 934-4011,Acute Care Hospitals,Government - State,TRUE,33.5061290,-86.8019220,0,,https://data.medicare.gov/resource/xubh-q36u/row-x229.ejr6_kvzz,10033,645809,01104,00200,106,03404,02060REGIONAL NEWBORN ICU
UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 934-4011,Acute Care Hospitals,Government - State,TRUE,33.5061290,-86.8019220,0,,https://data.medicare.gov/resource/xubh-q36u/row-x229.ejr6_kvzz,10033,645809,01105,00200,20,03405,03403TRANSPLANT ICU
UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 934-4011,Acute Care Hospitals,Government - State,TRUE,33.5061290,-86.8019220,0,,https://data.medicare.gov/resource/xubh-q36u/row-x229.ejr6_kvzz,10033,645809,01106,00200,1,03406,03404CARDIO-PULMONARY CRITICAL CARE UNIT
SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 333-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,43.5366780,-96.7433880,0,,https://data.medicare.gov/resource/xubh-q36u/row-a77s-dipi.28uf,430027,645858,00901,00200,58,03201,02060NEONATAL INTENSIVE CARE UNIT
SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 333-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,43.5366780,-96.7433880,0,,https://data.medicare.gov/resource/xubh-q36u/row-a77s-dipi.28uf,430027,645858,00902,00200,12,03202,02080PEDIATRIC INTENSIVE CARE UNIT
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,COLLIER,(239) 436-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,26.1508060,-81.7994880,0,,https://data.medicare.gov/resource/xubh-q36u/row-7p9h~cf53_vs46,100018,646023,00801,00200,19,03101,02060NEONATAL INTENSIVE CARE UNIT
LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,34.0494820,-117.2611220,0,,https://data.medicare.gov/resource/xubh-q36u/row-r4h3-hu3v~c6dr,50327,660169,01201,00200,24,03501,02401PULMONARY INTENSIVE CARE UNIT
LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,34.0494820,-117.2611220,0,,https://data.medicare.gov/resource/xubh-q36u/row-r4h3-hu3v~c6dr,50327,660169,01204,00200,26,03504,02400CARDIO-THORASIC INTENSIVE CARE
WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,Acute Care Hospitals,Proprietary,TRUE,36.9282800,-121.7937210,0,,https://data.medicare.gov/resource/xubh-q36u/row-wbga.ap2u-4y8h,50194,656871,00801,00200,10,03101,02060NEONATAL INTENSIVE CARE UNIT
SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,SARASOTA,(941) 917-9000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,27.3182680,-82.5296870,0,,https://data.medicare.gov/resource/xubh-q36u/row-xkp2.345u_8juq,100087,646067,01101,00200,33,03401,03401NEONATAL INTENSIVE CARE UNIT
RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,(858) 576-1700,Childrens,Voluntary non-profit - Other,FALSE,32.7982600,-117.1508210,0,,https://data.medicare.gov/resource/xubh-q36u/row-g946~ee4n.abkv,53303,660172,00801,00200,98,03101,02060NICU
RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,(858) 576-1700,Childrens,Voluntary non-profit - Other,FALSE,32.7982600,-117.1508210,0,,https://data.medicare.gov/resource/xubh-q36u/row-g946~ee4n.abkv,53303,660172,00802,00200,32,03102,02080CVICU - ACUTE CARDIO INTENSIVE
BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,PALM BEACH,(561) 362-5002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,26.3595990,-80.1022110,0,,https://data.medicare.gov/resource/xubh-q36u/row-q6we_su9g_5fxn,100168,660182,00801,00200,10,03101,03101NICU
DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO ST,VICTORIA,TX,77902,VICTORIA,(361) 575-7441,Acute Care Hospitals,Proprietary,TRUE,28.8075490,-97.0002100,0,,https://data.medicare.gov/resource/xubh-q36u/row-vimq.ryji.gycd,450147,646112,00801,00200,8,03101,02060NEONATAL INTENSIVE CARE UNIT
SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,(702) 616-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,36.0045271,-115.1150581,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-8dra~5wtd-jnuh,290045,662405,00801,00200,32,03101,03101NEONATAL INTENSIVE CARE UNIT
NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,RUSTON,LA,71270,LINCOLN,(318) 254-2100,Acute Care Hospitals,Proprietary,TRUE,32.5152810,-92.6339020,0,,https://data.medicare.gov/resource/xubh-q36u/row-pn2x.g2pf.bex6,190086,646261,00801,00200,11,03101,03101NEONATAL INTENSIVE CARE UNIT
ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,YELLOWSTONE,(406) 657-7000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,45.7931660,-108.5202810,0,,https://data.medicare.gov/resource/xubh-q36u/row-pej5.abty.c4tn,270049,646627,00801,00200,23,03101,03101NEONATAL INTENSIVE CARE UNIT
ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,YELLOWSTONE,(406) 657-7000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,45.7931660,-108.5202810,0,,https://data.medicare.gov/resource/xubh-q36u/row-pej5.abty.c4tn,270049,646627,00802,00200,5,03102,03102PEDIATRIC INTENSIVE CARE UNIT
CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,CAMBRIA,(814) 534-9000,Acute Care Hospitals,Proprietary,TRUE,40.3051980,-78.9182490,0,,https://data.medicare.gov/resource/xubh-q36u/row-29hn-pzm2.n5mv,390110,660295,00801,00200,16,03101,02060NEONATAL INTENSIVE CARE UNIT
THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9496460,-75.1587610,0,,https://data.medicare.gov/resource/xubh-q36u/row-8bcp.zfcu_zp36,390174,660296,00801,00200,40,03101,03101NUEROSENSORY ICU (NICU)
THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9496460,-75.1587610,0,,https://data.medicare.gov/resource/xubh-q36u/row-8bcp.zfcu_zp36,390174,660296,00802,00200,25,03102,03102MED RESP ICU (MRICU)
THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9496460,-75.1587610,0,,https://data.medicare.gov/resource/xubh-q36u/row-8bcp.zfcu_zp36,390174,660296,00803,00200,40,03103,03103NEONATAL ICU (ICN)
MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,19096,MONTGOMERY,(610) 645-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9885015,-75.2573400,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-3n5e-rxti_zaqf,390195,660298,00901,00200,22,03201,02060NEONATAL INTENSIVE CARE UNIT
GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,(205) 971-1000,Acute Care Hospitals,Proprietary,TRUE,33.4343630,-86.7204830,0,,https://data.medicare.gov/resource/xubh-q36u/row-pwut_di96_m4tu,10104,660349,00801,00200,12,03101,03101NICU
ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,PULASKI,(501) 364-1100,Childrens,Voluntary non-profit - Private,TRUE,34.7428220,-92.2920060,0,,https://data.medicare.gov/resource/xubh-q36u/row-p66z~xhi7.pxk4,43300,660352,00801,00200,13,03101,03101INTERMEDIATE CARE UNIT
SAINT MARY'S HOSPITAL,56 FRANKLIN STEET,WATERBURY,CT,6706,NEW HAVEN,(203) 709-6020,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,41.5525708,-73.0364301,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-ir6v~snu4~uk6s,70016,644222,00901,00200,9,03201,02060NEONATAL INTENSIVE CARE UNIT
SANFORD,801 BROADWAY NORTH,FARGO,ND,58122,CASS,(701) 234-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,46.8846800,-96.7877300,0,,https://data.medicare.gov/resource/xubh-q36u/row-s4qt.6n8q-2cvh,350011,645851,00901,00200,40,03201,03201NEONATAL INTENSIVE CARE UNIT
VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,Acute Care Hospitals,Government - Local,TRUE,33.4585250,-112.0264300,0,,https://data.medicare.gov/resource/xubh-q36u/row-c5qr_etcr-7dch,30022,661279,01101,00200,7,03401,02080PEDIATRIC INTENSIVE CARE UNIT
VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,Acute Care Hospitals,Government - Local,TRUE,33.4585250,-112.0264300,0,,https://data.medicare.gov/resource/xubh-q36u/row-c5qr_etcr-7dch,30022,661279,01102,00200,53,03402,02060NEONATAL INTENSIVE CARE UNIT
MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,STARK,(330) 489-1080,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,40.8123210,-81.3970690,0,,https://data.medicare.gov/resource/xubh-q36u/row-wtxu~2u95.qas6,360070,648455,01001,00200,8,03301,02060NEONATAL INTENSIVE CARE UNIT
HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,CUYAHOGA,(440) 312-4500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.5201330,-81.4343450,0,,https://data.medicare.gov/resource/xubh-q36u/row-6qz8~ktjz~ic38,360230,648458,01201,00200,13,03501,02400CARDIOVASCULAR INTENSIVE CARE
PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,80601,ADAMS,(303) 498-1601,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9654410,-104.7709240,0,,https://data.medicare.gov/resource/xubh-q36u/row-nf6e_r5cw.zmhy,60004,648669,00801,00200,16,03101,02400NICU
BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,BERKELEY,(304) 264-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.4772540,-77.9806190,0,,https://data.medicare.gov/resource/xubh-q36u/row-faju-yvek_2eqd,510008,648871,00801,00200,4,03101,02060NEONATAL INTENSIVE CARE
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,(702) 835-9700,Acute Care Hospitals,Proprietary,TRUE,36.2860140,-115.2877300,0,,https://data.medicare.gov/resource/xubh-q36u/row-mxjv~899t-ww8w,290054,648952,00801,00200,15,03101,03101NICU
METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,41.4622390,-81.6979280,0,,https://data.medicare.gov/resource/xubh-q36u/row-tmz3-anq4-3mgv,360059,648966,00901,00200,18,03201,03201MICU
METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,41.4622390,-81.6979280,0,,https://data.medicare.gov/resource/xubh-q36u/row-tmz3-anq4-3mgv,360059,648966,01001,00200,10,03301,03301PICU
METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,41.4622390,-81.6979280,0,,https://data.medicare.gov/resource/xubh-q36u/row-tmz3-anq4-3mgv,360059,648966,01002,00200,42,03302,03302NEONATAL INTENSIVE CARE UNIT
AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,(330) 363-6352,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,40.7968520,-81.4035750,0,,https://data.medicare.gov/resource/xubh-q36u/row-skwz~ncuf-62nj,360084,649319,01001,00200,25,03301,03301NEONATAL INTENSIVE CARE UNIT
COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,8103,CAMDEN,(856) 342-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9408020,-75.1157570,0,,https://data.medicare.gov/resource/xubh-q36u/row-nkr7.hdmt_ja2d,310014,649466,00801,00200,26,03101,02120NICU
